"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",31.741675814124,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",30.247337684644,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",29.859285603835,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",27.599447089541,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",25.571496137474,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",25.317989097517,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",27.045997610514,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",28.516184474363,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",27.442310349592,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",26.548559775682,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",25.124437070396,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",27.336230984166,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",25.667434611736,,
"MLT","Malta","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2022","2022",25.446921209446,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",40.601341120485,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",45.362903225806,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",47.275879148093,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",45.939150113151,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",46.611532276591,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",49.732620320856,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",51.687677917853,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",47.191011235955,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",49.631095915062,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",50.786681302598,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",51.219512195122,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",51.368486160507,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",51.666410689602,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",53.129434021756,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",52.437916414294,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",48.521505376344,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",47.694070466915,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",47.091336189029,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",46.482283966352,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",45.91135340128,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",54.160198696057,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",49.410489226182,,
"MLT","Malta","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2022","2022",44.504524387552,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",19.208306294614,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",18.324372759857,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",18.746904408123,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",19.864219260749,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",19.664599127039,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",18.654874537227,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",20.231801545344,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",17.659176029963,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",18.625157459061,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",17.471642883278,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",18.533150120234,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",18.787691356116,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",20.734142220857,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",21.299069840769,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",22.244094488189,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",24.432497013142,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",23.804067602406,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",25.480171341716,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",26.969156257966,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",28.904953780517,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",18.503570319776,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",24.922076162082,,
"MLT","Malta","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2022","2022",29.993378945045,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.7070386810399,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",6.2064597846738,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",5.6697819314642,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",5.9002433090024,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",5.6824838898653,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.5991041433371,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.4603854389722,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",4.8353909465021,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",5.425219941349,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",5.7656826568266,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",5.5034129692833,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2019","2019",5.1744885679904,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2020","2020",5.3620352250489,,
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2021","2021",5.1369863013699,"B","Break"
"MLT","Malta","IND-ECO-EMPL","Share of employment in the transport sector","2022","2022",5.4630969609262,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2000","2000",7.8024144543171,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2001","2001",8.1083028693159,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2002","2002",7.152508544108,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2003","2003",6.5840233345879,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2004","2004",6.7450514093866,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2005","2005",6.0984045520473,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2006","2006",6.321386003746,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2007","2007",6.8506165752855,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2008","2008",6.2378702991688,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2009","2009",6.287080815641,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2010","2010",5.6983519227568,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2011","2011",5.3418060864817,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2012","2012",6.0176608620477,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2013","2013",5.9835878732619,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2014","2014",5.6958088178119,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2015","2015",5.6768067680677,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2016","2016",5.6222409867781,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2017","2017",5.6712766958322,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2018","2018",5.3914270041533,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2019","2019",5.4427826196593,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2020","2020",3.4397993311037,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2021","2021",4.4816410736625,,
"MLT","Malta","IND-ECO-VA","Share of value added by the transport sector","2022","2022",5.4061707577649,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",17.28572311765,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",16.601136850909,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",16.665324492689,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",15.871463431921,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",15.748132096702,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",15.795997612061,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",16.055735716001,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",16.005640715145,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",15.696521561971,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",15.376856348626,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",16.686712950259,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",17.105190532621,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",17.722101006288,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",18.061006803026,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",18.169937859078,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",18.382826860102,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2016","2016",18.54134495234,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2017","2017",18.307835730627,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2018","2018",18.182537687708,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2019","2019",18.031986519565,,
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2020","2020",14.548564692653,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2021","2021",16.212228308193,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",26.692113261182,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",26.347666956557,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",27.944119918324,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",26.689451156093,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",24.540235644866,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",25.597226382634,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",25.416018089669,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",25.174199789435,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",23.915992816257,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",18.560093425923,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",21.780302019557,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",21.995326398134,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",22.584923098403,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",22.301223183417,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",22.614450565964,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",26.529011172131,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2016","2016",28.822826133079,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2017","2017",28.651556552244,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2018","2018",26.013943261194,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2019","2019",24.424008626739,,
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2020","2020",26.219536167308,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2021","2021",23.005798433392,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",33.87267006587,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",32.999846730614,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",33.00911867673,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",32.549774846882,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",34.122444427299,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",33.870351837042,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",35.458564680671,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",36.024825278407,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",37.239363650253,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",38.958565809944,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",39.195713770629,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",40.95409705985,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",41.341404960753,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",41.845141001804,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",42.219206886097,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",38.48540018938,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2016","2016",36.769914900133,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2017","2017",36.754472700182,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2018","2018",37.376474236868,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2019","2019",37.322587959057,,
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2020","2020",43.342880005335,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2021","2021",44.8219935461,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",39.435216672948,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",40.652486312829,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",39.046761404947,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",40.760773997026,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",41.337319927835,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",40.532421780323,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",39.12541722966,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",38.800974932158,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",38.844643533489,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",42.481340764133,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",39.023984209814,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",37.050576542016,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",36.073671940843,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",35.853635814779,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",35.166342547939,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",34.985588638489,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2016","2016",34.407258966788,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2017","2017",34.593970747575,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2018","2018",36.609582501938,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2019","2019",38.253403414204,,
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2020","2020",30.437583827357,"P","Provisional value"
"MEX","Mexico","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2021","2021",32.172208020508,"P","Provisional value"
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",4.2745663023667,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",4.2388562930296,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",4.1417933055236,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",4.2158316225265,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",4.3345488420905,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",4.1315227391358,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",4.0392197227866,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",4.0284035304094,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",4.1003272852244,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",4.1696036986148,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",4.2035122930256,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2016","2016",4.282280311455,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2017","2017",4.3571155130784,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2018","2018",4.5213832126731,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2019","2019",4.4531954195265,,
"MEX","Mexico","IND-ECO-EMPL","Share of employment in the transport sector","2021","2021",4.2894495166022,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2000","2000",6.6724001963082,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2001","2001",6.688260370397,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2002","2002",6.4969841681253,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2003","2003",6.3664202832097,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2004","2004",6.2777098914159,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2005","2005",6.3433377514472,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2006","2006",6.3328082610843,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2007","2007",6.2830616101265,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2008","2008",6.0485067307488,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2009","2009",6.193145633173,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2010","2010",6.4896630322423,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2011","2011",6.3493249352221,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2012","2012",6.4351926735281,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2013","2013",6.6896538945169,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2014","2014",6.7194286399419,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2015","2015",6.793096738696,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2016","2016",6.6942016419414,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2017","2017",6.633872170753,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2018","2018",6.7756016068907,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2019","2019",6.8361112540658,,
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2020","2020",5.9539042209177,"P","Provisional value"
"MEX","Mexico","IND-ECO-VA","Share of value added by the transport sector","2021","2021",6.3822783231412,"P","Provisional value"
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",14.971578487101,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",14.012420586766,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",12.840396207555,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",9.7649616194552,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",9.9141295862607,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",10.090953785644,,
"MNE","Montenegro, Republic of","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",10.17873651772,,
